"","title","categories","published_year","average_rating","authors"
"2336","a map of the world","Fiction",1995,3.8,"Jane Hamilton"
"2337","willful creatures","Fiction",2006,3.99,"Aimee Bender"
"2338","the complete fiction of nella larsen","Fiction",2001,4.12,"Nella Larsen"
"2339","good faith","Fiction",2004,3.25,"Jane Smiley"
"2340","oryx and crake","Fiction",2004,4.01,"Margaret Atwood"
"2341","atonement","Fiction",2003,3.89,"Ian Mcewan"
"2342","the age of grief","Fiction",2002,3.82,"Jane Smiley"
"2343","man walks into a room","Fiction",2003,3.33,"Nicole Krauss"
"2344","in the beginning","Religion",2002,3.96,"Alister E. Mcgrath"
"2345","ella minnow pea","Fiction",2001,3.85,"Mark Dunn"
"2346","forever in blue","Juvenile Fiction",2007,3.81,"Ann Brashares"
"2347","the second summer of the sisterhood","Juvenile Fiction",2004,3.79,"Ann Brashares"
"2348","frogs and french kisses","Juvenile Fiction",2006,3.97,"Sarah Mlynowski"
"2349","bras & broomsticks","Juvenile Fiction",2005,3.72,"Sarah Mlynowski"
"2350","cuba 15","Juvenile Fiction",2005,3.45,"Nancy Osa"
"2351","messenger","Juvenile Fiction",2004,3.91,"Lois Lowry"
"2352","the giver","Juvenile Fiction",2006,4.12,"Lois Lowry"
"2353","gathering blue","Juvenile Fiction",2006,3.81,"Lois Lowry"
"2354","code orange","Juvenile Fiction",2005,3.64,"Caroline B. Cooney"
"2355","king dork","Juvenile Fiction",2006,3.56,"Frank Portman"
"2356","anatomy of a boyfriend","Juvenile Fiction",2007,3.41,"Daria Snadowsky"
"2357","spells and sleeping bags","Juvenile Fiction",2007,4.05,"Sarah Mlynowski"
"2358","bff","Juvenile Fiction",2007,4.25,"Judy Blume"
"2361","the echo of greece","History",1957,4.1,"Edith Hamilton"
"2363","the annotated huckleberry finn","Fiction",2001,3.81,"Mark Twain"
"2365","the complete plays","Drama",2006,4.49,"Anton Pavlovich Chekhov"
"2366","will in the world","Biography & Autobiography",2004,3.94,"Stephen Greenblatt"
"2367","the annotated christmas carol","Fiction",2004,4.04,"Charles Dickens"
"2368","trainspotting","Fiction",2002,4.09,"Irvine Welsh"
"2369","redemption","Biography & Autobiography",2005,4.22,"Steven G. Kellman"
"2371","power, faith, and fantasy","History",2007,3.98,"Michael B. Oren"
"2372","six frigates","History",2006,4.32,"Ian W. Toll"
"2375","the annotated uncle tom's cabin","Fiction",2007,3.86,"Harriet Beecher Stowe"
"2376","civilization and its discontents","History",2005,3.77,"Sigmund Freud"
"2377","the 9/11 commission report","History",2004,3.58,"National Commission On Terrorist Attacks Upon The United States"
"2378","coach","Biography & Autobiography",2005,3.82,"Michael M. Lewis"
"2379","will eisner's new york","Comics & Graphic Novels",2006,4.36,"Will Eisner"
"2380","iwoz","Biography & Autobiography",2006,3.86,"Steve Wozniak"
"2383","anton chekhov's short stories","Fiction",1979,4.35,"Anton Pavlovich Chekhov"
"2385","three plays of euripides: alcestis, medea, the bacchae","Drama",1974,3.95,"Euripides"
"2386","red and black","Fiction",1969,3.87,"Henri Beyle"
"2387","wonderful life: the burgess shale and the nature of history","Fiction",1990,4.12,"Stephen Jay Gould"
"2389","the book of embraces","Fiction",1992,4.29,"Eduardo Galeano"
"2390","maurice","Fiction",1993,4.01,"Edward Morgan Forster"
"2394","girl with curious hair","Fiction",1989,3.88,"David Foster Wallace"
"2395","the wanting seed","Fiction",1963,3.78,"Anthony Burgess"
"2397","marabou stork nightmares","Fiction",1997,3.86,"Irvine Welsh"
"2398","the doctor is sick","Fiction",1997,3.63,"Anthony Burgess"
"2399","""""surely you're joking, mr. feynman!""""","Biography & Autobiography",1985,4.28,"Richard Phillips Feynman"
"2400","reinventing the enemy's language","Fiction",1998,4.39,"Joy Harjo"
"2401","the hemingway women","Biography & Autobiography",1999,4.17,"Bernice Kert"
"2402","filth","Fiction",1998,3.74,"Irvine Welsh"
"2403","hemingway","Biography & Autobiography",1999,4.17,"Michael S. Reynolds"
"2406","blue at the mizzen (vol. book 20) (aubrey/maturin novels)","Fiction",2000,4.38,"Patrick O'brian"
"2408","proust's way: a field guide to in search of lost time","Literary Criticism",2001,3.92,"Roger Shattuck"
"2409","strangers on a train","Fiction",2001,3.78,"Patricia Highsmith"
"2410","when broken glass floats: growing up under the khmer rouge","Biography & Autobiography",2001,4.13,"Chanrithy Him"
"2412","the bush dyslexicon","Biography & Autobiography",2002,3.56,"Mark Crispin Miller"
"2414","the sisters: the saga of the mitford family","Biography & Autobiography",2003,3.97,"Mary S. Lovell"
"2415","fanny","Fiction",2003,3.79,"Erica Jong"
"2419","the bacchae of euripides","Drama",1974,3.85,"Wole Soyinka"
"2420","the 9/11 commission report: final report of the national commission on terrorist attacks upon the united states (authorized edition)","History",2004,3.59,"National Commission On Terrorist Attacks"
"2421","korea's place in the sun: a modern history (updated)","History",2005,3.76,"Bruce Cumings"
"2422","country of origin: a novel","Fiction",2005,3.45,"Don Lee"
"2423","fight club: a novel","Fiction",2005,4.2,"Chuck Palahniuk"
"2424","the end of faith: religion, terror, and the future of reason","Philosophy",2005,3.94,"Sam Harris"
"2425","the history of love: a novel","Fiction",2006,3.92,"Nicole Krauss"
"2427","identity and violence: the illusion of destiny (issues of our time)","Philosophy",2007,3.85,"Amartya Sen"
"2428","another bullshit night in suck city: a memoir","Biography & Autobiography",2005,3.78,"Nick Flynn"
"2431","paradise lost","Literary Criticism",2005,3.81,"John Milton"
"2432","anton chekhov's selected plays","Drama",2005,4.01,"Anton Pavlovich Chekhov"
"2434","a history of modern europe","History",2004,3.98,"John M. Merriman"
"2435","the norton anthology of western literature: beginnings through the renaissance","Literary Criticism",2005,3.95,"Sarah N. Lawall"
"2436","the norton anthology of short fiction","Fiction",2006,4.17,"Ronald Verlin Cassill"
"2438","born in blood and fire","History",2006,3.89,"John Charles Chasteen"
"2439","the norton anthology of literature by women","Literary Criticism",2007,4.12,"Sandra M. Gilbert"
"2441","the turn of the screw","Fiction",1999,3.44,"Henry James"
"2443","the awakening","Fiction",1994,3.64,"Kate Chopin"
"2445","the foundations of early modern europe, 1460-1559","History",1994,3.67,"Eugene F. Rice"
"2446","robinson crusoe","Fiction",1994,3.67,"Daniel Defoe"
"2447","frankenstein","Fiction",1996,3.78,"Mary Wollstonecraft Shelley"
"2448","dracula","Fiction",1997,3.99,"Bram Stoker"
"2449","the norton anthology of theory and criticism","Literary Criticism",2001,4.13,"Vincent B. Leitch"
"2450","sense and sensibility","Fiction",2002,4.07,"Jane Austen"
"2451","george bernard shaw's plays","Drama",2002,3.94,"Bernard Shaw"
"2452","death and the king's horseman","Drama",2003,3.76,"Wole Soyinka"
"2453","the tempest","Drama",2004,3.81,"William Shakespeare"
"2454","wuthering heights","Fiction",2003,3.84,"Emily Bronte"
"2455","passing","Fiction",2007,3.83,"Nella Larsen"
"2456","1 henry iv","Drama",2003,3.82,"William Shakespeare"
"2457","the scarlet letter and other writings","Fiction",2005,3.63,"Nathaniel Hawthorne"
"2458","a tear and a smile","Philosophy",1950,4.03,"Kahlil Gibran"
"2459","the castle in the forest","Fiction",2007,3.13,"Norman Mailer"
"2461","race of scorpions","Fiction",1990,4.42,"Dorothy Dunnett"
"2463","bernard shaw's saint joan, major barbara, androcles and the lion","Drama",1979,3.55,"Bernard Shaw"
"2465","hawthorne's short stories","Fiction",1946,4.06,"Nathaniel Hawthorne"
"2467","the will to power","Philosophy",1968,4.05,"Friedrich Wilhelm Nietzsche"
"2471","the ravishing of lol stein","Fiction",1986,3.67,"Marguerite Duras"
"2473","the civil war, a narrative: fort sumter to perryville","History",1986,4.42,"Shelby Foote"
"2475","the history of sexuality","Philosophy",1988,4.07,"Michel Foucault"
"2476","the wall","Fiction",1988,4.28,"John Hersey"
"2477","the simple art of murder","Fiction",1950,4.16,"Raymond Chandler"
"2478","the long goodbye","Fiction",1992,4.22,"Raymond Chandler"
"2479","the high window","Fiction",1988,4.08,"Raymond Chandler"
"2480","farewell, my lovely","Fiction",1992,4.15,"Raymond Chandler"
"2481","the big sleep","Fiction",1992,4.01,"Raymond Chandler"
"2482","oscar wilde","Biography & Autobiography",1988,4.24,"Richard Ellmann"
"2483","green eggs and ham","Juvenile Fiction",1960,4.3,"Theodor Seuss Geisel"
"2484","snow","Juvenile Nonfiction",1962,4.15,"Roy Mcki<U+00E9>"
"2485","happy birthday to you!","Juvenile Fiction",1959,4.12,"Dr. Seuss"
"2488","the phantom tollbooth","Juvenile Fiction",1996,4.21,"Norton Juster"
"2490","the 500 hats of bartholomew cubbins","Juvenile Fiction",1938,4.04,"Dr. Seuss"
"2491","baby's animal friends","Juvenile Fiction",1988,3.4,"Phoebe Dunn"
"2493","the languages of tolkien's middle-earth","Fiction",1980,3.97,"Ruth S. Noel"
"2495","richard brautigan's trout fishing in america ; the pill versus the springhill mine disaster ; and, in watermelon sugar","Fiction",1989,4.15,"Richard Brautigan"
"2497","the turtle and the monkey","Juvenile Fiction",1990,3.76,"Paul Galdone"
"2498","richard brautigan's a confederate general from big sur, dreaming of babylon, and the hawkline monster","Fiction",1991,4.25,"Richard Brautigan"
"2499","memoirs of the second world war","Biography & Autobiography",1991,4.4,"Winston Churchill"
"2500","sauron defeated","Fiction",1992,4,"John Ronald Reuel Tolkien"
"2502","in search of dracula","Biography & Autobiography",1994,3.86,"Raymond T. Mcnally"
"2503","morgoth's ring: the legends of aman","Fiction",1993,4.12,"John Ronald Reuel Tolkien"
"2504","revenge of the lawn","Fiction",1995,4.29,"Richard Brautigan"
"2505","the war of the jewels","Fiction",1994,3.92,"John Ronald Reuel Tolkien"
"2507","sector 7","Juvenile Fiction",1999,4.21,"David Wiesner"
"2508","the riverside shakespeare","Drama",1996,4.55,"William Shakespeare"
"2509","an american plague","Juvenile Nonfiction",2003,3.8,"Jim Murphy"
"2512","the gettysburg address","Juvenile Nonfiction",1997,4.53,"Abraham Lincoln"
"2513","roverandom","Fiction",1998,3.87,"John Ronald Reuel Tolkien"
"2515","three complete novels","Fiction",1997,4.21,"Dick Francis"
"2516","three complete novels","Fiction",2000,4.17,"Dean Ray Koontz"
"2517","three complete novels","Fiction",2001,4.4,"Nora Roberts"
"2519","the last assassin","Fiction",2006,4.25,"Barry Eisler"
"2520","white lies","Fiction",2007,4.01,"Jayne Ann Krentz"
"2522","book of the dead","Fiction",2007,3.65,"Patricia Daniels Cornwell"
"2523","under orders","Fiction",2006,3.86,"Dick Francis"
"2524","the navigator","Fiction",2007,3.93,"Clive Cussler"
"2527","lord of the flies","Fiction",2003,3.67,"William Golding"
"2530","the truth","Drama",2002,4.28,"Terry Pratchett"
"2534","the birds","Drama",2003,2.67,"Aristophanes"
"2535","the presocratic philosophers","Philosophy",1982,4.14,"Jonathan Barnes"
"2536","introduction to phenomenology","Philosophy",2000,4.25,"Dermot Moran"
"2538","a routledge literary sourcebook on herman melville's moby-dick","Literary Criticism",2004,3.61,"Michael J. Davey"
"2540","tractatus logico-philosophicus","Philosophy",2001,4.06,"Ludwig Wittgenstein"
"2542","phenomenology of perception","Philosophy",2002,4.15,"Maurice Merleau-Ponty"
"2544","marxism and literary criticism","Literary Criticism",2002,3.89,"Terry Eagleton"
"2546","mary shelley","Biography & Autobiography",1988,3.93,"Anne Kostelanetz Mellor"
"2547","assemblywomen","Drama",1996,3.92,"Aristophanes"
"2549","diana wynne jones","Biography & Autobiography",2005,4.09,"Farah Mendlesohn"
"2551","shattered","Fiction",1985,3.9,"Dean Ray Koontz"
"2553","the regatta mystery and other stories","Fiction",1984,3.95,"Agatha Christie"
"2555","the bone yard","Fiction",1991,4.01,"Dean Koontz"
"2557","shadow fires","Fiction",1987,3.78,"Dean Ray Koontz"
"2558","without remorse","Fiction",1994,4.18,"Tom Clancy"
"2559","paws before dying","Fiction",1991,3.89,"Susan Conant"
"2561","a new leash on death","Fiction",1994,3.79,"Susan Conant"
"2562","the key to midnight","Fiction",1995,3.95,"Dean R. Koontz"
"2563","debt of honor","Fiction",1995,4.05,"Tom Clancy"
"2564","a pinch of poison","Fiction",1995,3.58,"Claudia Bishop"
"2565","mind prey","Fiction",1996,4.21,"John Sandford"
"2566","thin air","Fiction",1996,3.9,"Robert B. Parker"
"2567","airborne","History",1997,3.76,"Tom Clancy"
"2568","the grass dancer","Fiction",1997,3.96,"Susan Power"
"2569","hocus pocus","Fiction",1997,3.82,"Kurt Vonnegut"
"2570","virtual vandals","Fiction",1999,4,"Tom Clancy"
"2571","the rapture of canaan","Fiction",1997,3.81,"Sheri Reynolds"
"2572","one is the loneliest number","Juvenile Fiction",1999,3.93,"Tom Clancy"
"2573","here on earth","Fiction",1999,3.69,"Alice Hoffman"
"2574","rainbow six","Fiction",1999,4.08,"Tom Clancy"
"2575","divide and conquer","Fiction",2000,3.79,"Tom Clancy"
"2576","breaking point","Fiction",2000,3.7,"Tom Clancy"
"2577","the raphael affair","Fiction",2001,3.55,"Iain Pears"
"2578","it's not about the bike","Biography & Autobiography",2001,3.72,"Lance Armstrong"
"2579","line of control","Fiction",2001,3.85,"Jeff Rovin"
"2580","the bear and the dragon","Fiction",2001,3.82,"Tom Clancy"
"2581","phantoms","Fiction",2001,3.94,"Dean Ray Koontz"
"2582","strangers","Fiction",2002,4,"Dean Koontz"
"2583","stephen king's danse macabre","Fiction",2001,3.63,"Stephen King"
"2585","stardust of yesterday","Fiction",2001,4.09,"Lynn Kurland"
"2586","tom clancy's net force","Fiction",2001,3.75,"Tom Clancy"
"2587","chosen prey","Fiction",2002,4.24,"John Sandford"
"2588","cloak and dagger","Juvenile Fiction",2003,3.95,"Tom Clancy"
"2589","death match","Fiction",2003,4.1,"Diane Duane"
"2590","picture perfect","Fiction",2002,3.54,"Jodi Picoult"
"2591","mission of honor","Fiction",2002,3.9,"Tom Clancy"
"2592","the magical worlds of the lord of the rings","Fiction",2002,4.08,"David Colbert"
"2593","shadowland","Fiction",2003,3.91,"Peter Straub"
"2594","floating dragon","Fiction",2003,3.84,"Peter Straub"
"2595","practical magic","Fiction",2003,3.79,"Alice Hoffman"
"2596","sea of fire","Fiction",2003,3.89,"Tom Clancy"
"2597","mcnally's alibi","Fiction",2003,3.9,"Vincent Lardo"
"2598","lightning","Fiction",2003,4.07,"Dean Ray Koontz"
"2599","goddess of the sea","Fiction",2003,3.88,"P. C. Cast"
"2600","the sea hunters ii","History",2003,3.84,"Clive Cussler"
"2601","raise the titanic!","Fiction",2004,3.97,"Clive Cussler"
"2602","field of thirteen","Fiction",2004,3.73,"Dick Francis"
"2603","the bad place","Fiction",2004,3.89,"Dean Koontz"
"2604","slay ride","Fiction",2004,3.79,"Dick Francis"
"2605","jane's warlord","Fiction",2004,3.97,"Angela Knight"
"2607","the mediterranean caper","Fiction",2004,3.77,"Clive Cussler"
"2608","10 lb. penalty","Fiction",2004,3.89,"Dick Francis"
"2609","goddess of spring","Fiction",2004,4.22,"P. C. Cast"
"2610","guilty pleasures","Fiction",2004,4.02,"Laurell K. Hamilton"
"2611","odds against","Fiction",2005,4.05,"Dick Francis"
"2613","pattern recognition","Fiction",2005,3.87,"William Gibson"
"2615","master of the night","Fiction",2004,3.88,"Angela Knight"
"2616","blood sport","Fiction",2004,3.87,"Dick Francis"
"2617","trojan odyssey","Fiction",2004,3.93,"Clive Cussler"
"2618","the glass house","Fiction",2004,4.04,"Ashley Gardner"
"2619","break in","Fiction",2005,4.03,"Dick Francis"
"2620","murder on the orient express","Fiction",2004,4.16,"Agatha Christie"
"2621","the magyar venus","Fiction",2005,3.72,"Lyn Hamilton"
"2622","tom clancy's splinter cell","Fiction",2004,3.85,"David Michaels"
"2623","goddess of light","Fiction",2005,4.04,"P. C. Cast"
"2624","master of the moon","Fiction",2005,4.13,"Angela Knight"
"2625","hideaway","Fiction",2005,3.83,"Dean Ray Koontz"
"2626","lost city","Fiction",2005,3.89,"Clive Cussler"
"2627","black wind","Fiction",2006,3.85,"Clive Cussler"
"2628","the archimedes effect","Fiction",2006,3.98,"Tom Clancy"
"2629","dark watch","Fiction",2005,4.09,"Clive Cussler"
"2630","shakespeare's landlord","Fiction",2005,3.76,"Charlaine Harris"
"2631","captive dreams","Fiction",2006,3.91,"Angela Knight"
"2632","danse macabre","Fiction",2006,3.81,"Laurell K. Hamilton"
"2633","goddess of the rose","Fiction",2006,4.14,"P. C. Cast"
"2634","master of swords","Fiction",2006,4.2,"Angela Knight"
"2635","boys that bite","Juvenile Fiction",2006,3.68,"Mari Mancusi"
"2636","shadow of the moon","Fiction",2006,3.79,"Rebecca York"
"2637","steamed","Fiction",2007,3.47,"Jessica Conant-Park"
"2638","rat race","Fiction",2006,3.94,"Dick Francis"
"2639","mysteria","Fiction",2006,3.72,"Maryjanice Davidson"
"2640","skeleton coast","Fiction",2006,4.12,"Clive Cussler"
"2641","strange candy","Fiction",2006,3.75,"Laurell K. Hamilton"
"2642","bit the jackpot","Fiction",2006,3.88,"Erin Mccarthy"
"2643","prince of ice","Fiction",2006,3.99,"Emma Holly"
"2644","checkmate","Fiction",2006,3.93,"David Michaels"
"2645","shakespeare's champion","Fiction",2006,3.83,"Charlaine Harris"
"2646","cause of death","Fiction",2007,3.93,"Patricia Daniels Cornwell"
"2647","over the moon","Fiction",2007,3.9,"Angela Knight"
"2648","wicked ties","Fiction",2007,3.96,"Shayla Black"
"2649","labyrinth","Fiction",2007,3.57,"Kate Mosse"
"2650","master of dragons","Fiction",2007,4.22,"Angela Knight"
"2651","eyes of prey","Fiction",2007,4.18,"John Sandford"
"2652","at risk","Fiction",2007,3.4,"Patricia Daniels Cornwell"
"2653","goddess of love","Fiction",2007,4.05,"P. C. Cast"
"2654","new moon","Fiction",2007,3.86,"Rebecca York"
"2655","the harlequin","Fiction",2007,3.91,"Laurell K. Hamilton"
"2656","cat's cradle","Fiction",1991,3.52,"Andrew Cartmel"
"2660","when rain clouds gather","Fiction",1995,3.84,"Bessie Head"
"2662","harry potter and the chamber of secrets (book 2)","Juvenile Fiction",2015,4.41,"Rowling, J.k."
"2664","the mouse and his child","Juvenile Fiction",2001,3.97,"Russell Hoban"
"2665","castle","Juvenile Fiction",2000,3.87,"Garth Nix"
"2666","the violet keystone","Juvenile Fiction",2001,3.97,"Garth Nix"
"2667","the pen is mightier than the sword","Juvenile Fiction",2001,3.96,"Anne Mazer"
"2668","mary, queen of scots, queen without a country","Juvenile Fiction",2002,3.82,"Kathryn Lasky"
"2669","the call of the wild","Juvenile Fiction",2000,3.85,"Jack London"
"2671","freak the mighty","Juvenile Fiction",2001,4,"W. Rodman Philbrick"
"2672","alice in wonderland","Juvenile Fiction",2002,4.01,"Lewis Carroll"
